Date,Quantile_0.025,Quantile_0.25,Quantile_0.5,Quantile_0.75,Quantile_0.975,Median,Mean,Std,Min,Max,Region,District,Day,Month,Year
2017-07-16,0.008528162981383503,0.03213364630937576,0.12773588299751282,0.34580346941947937,0.8317416131496428,0.12773588,0.222585,0.23761861,0.0023858629,0.9966499,Khulna,Bagerhat,16,7,2017
2017-10-12,0.008495523291639984,0.026510941330343485,0.08373718708753586,0.2843373343348503,0.8361341059207915,0.08373719,0.19555898,0.23577067,0.002438631,0.99617106,Khulna,Bagerhat,12,10,2017
2020-11-20,0.01566568473353982,0.03140342980623245,0.06911585852503777,0.2689429149031639,0.8527030244469641,0.06911586,0.19231783,0.23817097,0.008337867,0.9942964,Khulna,Bagerhat,20,11,2020
2018-08-25,0.011487144022248685,0.035313122905790806,0.13277563452720642,0.3658495619893074,0.8529383048415183,0.13277563,0.23315816,0.2455299,0.00276101,0.9945802,Khulna,Bagerhat,25,8,2018
2017-01-29,0.026154360407963394,0.051347223110497,0.11428729072213173,0.23801027610898018,0.7202010974287986,0.11428729,0.18199931,0.1869379,0.009744939,0.99603206,Khulna,Bagerhat,29,1,2017
2017-10-20,0.012223163549788297,0.03325626067817211,0.09184692054986954,0.28838882595300674,0.8475167199969291,0.09184692,0.20175403,0.23656438,0.0036887042,0.9961528,Khulna,Bagerhat,20,10,2017
2019-07-08,0.009086908749304711,0.03316419292241335,0.10700955241918564,0.3452460318803787,0.8324002534151077,0.10700955,0.22123963,0.24563901,0.0028549982,0.99657226,Khulna,Bagerhat,8,7,2019
2020-03-01,0.022724467515945434,0.04236344899982214,0.09174992889165878,0.22140995040535927,0.7099673151969905,0.09174993,0.1663079,0.18272814,0.0076824687,0.9955597,Khulna,Bagerhat,1,3,2020
2019-10-20,0.010463667684234679,0.029024045914411545,0.07937968149781227,0.2917774170637131,0.8458639606833455,0.07937968,0.19964452,0.24251838,0.0033703889,0.99792516,Khulna,Bagerhat,20,10,2019
2019-10-12,0.008786395168863237,0.02537617413327098,0.08802307397127151,0.332123264670372,0.8752151280641556,0.088023074,0.21605267,0.25860527,0.003135471,0.99757785,Khulna,Bagerhat,12,10,2019
2017-06-06,0.016884652990847827,0.04144743923097849,0.09138739481568336,0.2932322695851326,0.797285085916519,0.09138739,0.20047797,0.2246103,0.004429431,0.995673,Khulna,Bagerhat,6,6,2017
2020-12-06,0.015919602243229747,0.034692530520260334,0.07995492219924927,0.28807224333286285,0.8129092946648596,0.07995492,0.19503804,0.22914304,0.007520597,0.9955462,Khulna,Bagerhat,6,12,2020
2017-10-04,0.008202787325717508,0.02610612567514181,0.08538315072655678,0.31211962550878525,0.8675380408763885,0.08538315,0.2086144,0.2514734,0.0031749154,0.99721116,Khulna,Bagerhat,4,10,2017
2020-02-22,0.025469869980588554,0.050125591456890106,0.10731993615627289,0.22282592579722404,0.7017840102314947,0.107319936,0.17289823,0.1803499,0.009559152,0.99663025,Khulna,Bagerhat,22,2,2020
2020-04-18,0.020028218813240527,0.039379412308335304,0.08687230572104454,0.2672053426504135,0.7939342930912965,0.08687231,0.18883358,0.21485169,0.004742741,0.99233454,Khulna,Bagerhat,18,4,2020
2020-10-11,0.0077582687488757076,0.0239927526563406,0.07755298912525177,0.2742293030023575,0.8212984949350356,0.07755299,0.18983963,0.23338634,0.0022151931,0.9961169,Khulna,Bagerhat,11,10,2020
2017-01-05,0.02540554660372436,0.053380828350782394,0.10008835047483444,0.2632719874382019,0.7377250000834464,0.10008835,0.19089928,0.19961835,0.01208427,0.99295735,Khulna,Bagerhat,5,1,2017
2017-09-18,0.007501497247722,0.026165857911109924,0.1027541272342205,0.34897515922784805,0.8575705617666243,0.10275413,0.21987188,0.25218442,0.0022003257,0.993079,Khulna,Bagerhat,18,9,2017
2019-12-15,0.02250652969814837,0.04427741188555956,0.08918866515159607,0.2834734246134758,0.7934107020497321,0.089188665,0.19555528,0.21778299,0.007163758,0.9933176,Khulna,Bagerhat,15,12,2019
2018-10-20,0.011810407997108996,0.0316119734197855,0.07486751303076744,0.24867692962288857,0.7926047459244727,0.07486752,0.17983806,0.21883395,0.0042040762,0.996878,Khulna,Bagerhat,20,10,2018
2017-09-10,0.00923293367959559,0.03189670294523239,0.11650945618748665,0.3474877327680588,0.8444197043776512,0.11650945,0.22340614,0.24270417,0.0027309721,0.9962637,Khulna,Bagerhat,10,9,2017
2017-12-31,0.023701397888362407,0.04646770656108856,0.08653607219457626,0.2556588500738144,0.7689868792891499,0.08653607,0.18526992,0.20625943,0.010062049,0.99464816,Khulna,Bagerhat,31,12,2017
2017-08-09,0.008661225927062333,0.03469194285571575,0.13395580649375916,0.36538340151309967,0.8534491926431653,0.1339558,0.23233424,0.24395722,0.0018123387,0.98951924,Khulna,Bagerhat,9,8,2017
2017-07-08,0.01059170865919441,0.03747807443141937,0.14005215466022491,0.3640327900648117,0.8301263391971587,0.14005215,0.23242809,0.23932981,0.0028472994,0.99698347,Khulna,Bagerhat,8,7,2017
2018-05-13,0.010557214985601604,0.027018932159990072,0.06914802268147469,0.22235075011849403,0.7926567077636718,0.06914802,0.17663683,0.22552285,0.0035092267,0.98886895,Khulna,Bagerhat,13,5,2018
2019-11-13,0.012943645869381726,0.02660056110471487,0.06226637773215771,0.26289745420217514,0.8388740390539168,0.06226638,0.1875019,0.23846644,0.005100987,0.9951266,Khulna,Bagerhat,13,11,2019
2018-08-17,0.011479333438910545,0.037690686993300915,0.1329260617494583,0.382522813975811,0.8598524957895278,0.13292606,0.23914547,0.25015152,0.0033796513,0.9955065,Khulna,Bagerhat,17,8,2018
2019-01-05,0.02863499028608203,0.055185423232614994,0.10519059747457504,0.25440188497304916,0.7409760981798171,0.1051906,0.18836664,0.19524491,0.009087132,0.99573034,Khulna,Bagerhat,5,1,2019
2018-09-10,0.011031002830713987,0.03676151670515537,0.1239871010184288,0.3498994708061218,0.8553035780787468,0.1239871,0.22743534,0.24403706,0.002275548,0.99571866,Khulna,Bagerhat,10,9,2018
2018-11-05,0.014027426554821433,0.02999975811690092,0.06566447019577026,0.24044547230005264,0.7922624364495275,0.06566447,0.1740945,0.21756455,0.005623662,0.9982224,Khulna,Bagerhat,5,11,2018
2018-10-04,0.01102681530173868,0.03128799330443144,0.09195828065276146,0.29071712493896484,0.8458192199468613,0.091958284,0.20334801,0.23912199,0.0036974438,0.99425274,Khulna,Bagerhat,4,10,2018
2018-08-01,0.012069362751208247,0.043747153133153915,0.1354055106639862,0.3782067522406578,0.866221210360527,0.13540551,0.24317314,0.2530335,0.003035293,0.9903232,Khulna,Bagerhat,1,8,2018
2017-11-05,0.014711316116154194,0.03118829056620598,0.06999348849058151,0.2633417695760727,0.823710498213768,0.06999349,0.18569696,0.22811241,0.0062344666,0.9919253,Khulna,Bagerhat,5,11,2017
2020-04-02,0.022015380393713712,0.043206630274653435,0.10806557908654213,0.30270005762577057,0.7816308036446569,0.108065575,0.20309836,0.21470818,0.0052394005,0.9959674,Khulna,Bagerhat,2,4,2020
2020-09-25,0.010896718199364842,0.03433592338114977,0.12162905186414719,0.35273507237434387,0.8462551638484,0.12162905,0.22531824,0.24329129,0.003710206,0.9961725,Khulna,Bagerhat,25,9,2020
2020-12-22,0.02678706110455096,0.05589047819375992,0.10579831898212433,0.3151022791862488,0.8289398789405823,0.10579832,0.21634081,0.22754367,0.008448906,0.99542576,Khulna,Bagerhat,22,12,2020
2019-05-13,0.017343585938215257,0.039573549292981625,0.08597858250141144,0.2556518167257309,0.8045133799314497,0.08597858,0.19031253,0.22345956,0.004976961,0.98853403,Khulna,Bagerhat,13,5,2019
2019-10-04,0.008404044178314507,0.030173611361533403,0.10805456340312958,0.35700611770153046,0.8615147829055786,0.10805456,0.22676556,0.2549299,0.002592985,0.9952291,Khulna,Bagerhat,4,10,2019
2019-09-26,0.00992968159262091,0.03667319379746914,0.12124038115143776,0.3614211827516556,0.837289129197597,0.12124038,0.2297717,0.24609442,0.0033482092,0.998133,Khulna,Bagerhat,26,9,2019
2020-08-24,0.013894508825615048,0.047362842597067356,0.19017493724822998,0.47506488859653473,0.8820667430758476,0.19017494,0.28181055,0.26451945,0.0034409773,0.99739325,Khulna,Bagerhat,24,8,2020
2020-05-28,0.01083951632026583,0.027277634013444185,0.09352424368262291,0.3177098259329796,0.8502657786011696,0.09352425,0.20903666,0.24423796,0.00471637,0.9962261,Khulna,Bagerhat,28,5,2020
2018-02-14,0.0220096034463495,0.04456543829292059,0.10050447285175323,0.22626376897096634,0.718755841255188,0.10050447,0.1727144,0.1871389,0.00829425,0.9964964,Khulna,Bagerhat,14,2,2018
2019-02-06,0.02356491135433316,0.04781758412718773,0.11181925982236862,0.2529602497816086,0.7261014461517333,0.11181926,0.183835,0.18960346,0.008905544,0.99678445,Khulna,Bagerhat,6,2,2019
2020-08-16,0.013103243825025857,0.0436265105381608,0.14954299479722977,0.40513184666633606,0.854285617172718,0.14954299,0.24845813,0.24793616,0.0031636038,0.99456716,Khulna,Bagerhat,16,8,2020
2017-03-26,0.015573276788927615,0.03665444906800985,0.09344789758324623,0.28623634576797485,0.8151785314083098,0.093447894,0.1980076,0.22553983,0.0052816845,0.9957841,Khulna,Bagerhat,26,3,2017
2017-05-05,0.015558677073568106,0.0372365927323699,0.07416811212897301,0.23394517973065376,0.8094352602958679,0.074168116,0.18310092,0.22550207,0.0055133486,0.99446255,Khulna,Bagerhat,5,5,2017
2019-02-22,0.022637100983411075,0.045850541442632675,0.09813838824629784,0.2441623918712139,0.7063940376043317,0.09813839,0.17519462,0.18524343,0.007358957,0.9948119,Khulna,Bagerhat,22,2,2019
2020-12-14,0.02334611229598522,0.04847409203648567,0.0985582023859024,0.31071823835372925,0.8281394347548483,0.0985582,0.21209148,0.23029925,0.00745554,0.9951067,Khulna,Bagerhat,14,12,2020
2018-04-19,0.018083791760727764,0.03684897068887949,0.07383521646261215,0.2523353546857834,0.7697695985436439,0.07383522,0.1808786,0.21446115,0.0061003314,0.98543733,Khulna,Bagerhat,19,4,2018
2020-06-29,0.009056932665407658,0.033383808098733425,0.1331826075911522,0.35857365280389786,0.8316125899553298,0.13318262,0.22742145,0.23867363,0.0023456742,0.99556327,Khulna,Bagerhat,29,6,2020
2019-06-14,0.013484339625574649,0.037139457650482655,0.08188878372311592,0.2765384390950203,0.7472404912114142,0.08188878,0.18537647,0.21268646,0.0052082883,0.99336445,Khulna,Bagerhat,14,6,2019
2019-03-10,0.019138168962672352,0.03786662872880697,0.09074089676141739,0.2636530101299286,0.7806302323937415,0.0907409,0.18876107,0.21448159,0.0048483214,0.99491346,Khulna,Bagerhat,10,3,2019
2018-10-28,0.013859898783266544,0.030421152245253325,0.06599173694849014,0.25062941759824753,0.8074829936027523,0.06599174,0.17982802,0.22438125,0.0048916177,0.99561995,Khulna,Bagerhat,28,10,2018
2019-09-10,0.00833764746785164,0.033584835939109325,0.12194463238120079,0.3578362539410591,0.8312349379062652,0.121944636,0.22620775,0.24297719,0.0012953726,0.99493814,Khulna,Bagerhat,10,9,2019
2020-07-23,0.012012372841127217,0.03903961926698685,0.13648392260074615,0.35229039192199707,0.7921497017145156,0.13648392,0.22359467,0.22780642,0.0042637293,0.9942846,Khulna,Bagerhat,23,7,2020
2017-04-11,0.014797419216483832,0.03454735968261957,0.07931460067629814,0.280433788895607,0.8199587687849998,0.079314604,0.19549975,0.23255843,0.0048894733,0.9957359,Khulna,Bagerhat,11,4,2017
2019-12-31,0.024925639759749176,0.049002460204064846,0.10144804790616035,0.30380458384752274,0.7881854072213172,0.101448044,0.20536467,0.2178473,0.009525616,0.9971848,Khulna,Bagerhat,31,12,2019
2019-04-11,0.01565961088053882,0.03264140337705612,0.06755178049206734,0.20647409930825233,0.8147597700357434,0.06755178,0.17451672,0.22374351,0.0068464978,0.9925761,Khulna,Bagerhat,11,4,2019
2020-05-12,0.01892298348248005,0.0382717065513134,0.06908858567476273,0.23322616890072823,0.8449416443705559,0.069088586,0.18491103,0.23165202,0.0051679444,0.9959571,Khulna,Bagerhat,12,5,2020
2019-09-18,0.008455291599966585,0.031622327864170074,0.13149990886449814,0.3988519534468651,0.8664174824953079,0.13149992,0.24334921,0.2589675,0.0024669068,0.99517703,Khulna,Bagerhat,18,9,2019
2019-05-29,0.015193642675876617,0.03729787562042475,0.07573426887392998,0.24012309312820435,0.7515829786658287,0.07573427,0.17786437,0.21254088,0.0056606997,0.99379903,Khulna,Bagerhat,29,5,2019
2020-10-03,0.009012493817135692,0.0299623915925622,0.10066363215446472,0.3162286505103111,0.8371717929840085,0.10066363,0.21074542,0.24139541,0.00244511,0.9950407,Khulna,Bagerhat,3,10,2020
2019-02-14,0.025247373804450034,0.049460940062999725,0.10786127299070358,0.26054124534130096,0.7282761290669441,0.10786127,0.18597838,0.19048598,0.009357499,0.99597436,Khulna,Bagerhat,14,2,2019
2017-06-30,0.00956142444629222,0.029943946283310652,0.10245088115334511,0.3209359124302864,0.8039511337876317,0.10245088,0.20761137,0.23311117,0.0031492559,0.99298567,Khulna,Bagerhat,30,6,2017
2019-04-03,0.014521342585794628,0.03202248644083738,0.06882601231336594,0.22551614791154861,0.8167871236801147,0.06882601,0.18068177,0.22865471,0.0042697885,0.9906042,Khulna,Bagerhat,3,4,2019
2017-12-07,0.01563978544436395,0.03617811016738415,0.07344308868050575,0.2540261521935463,0.8048037752509117,0.073443085,0.18233287,0.21985206,0.006927312,0.9948938,Khulna,Bagerhat,7,12,2017
2017-08-25,0.008706902875564993,0.033019283786416054,0.13463982194662094,0.38000358641147614,0.8780820339918136,0.13463983,0.2404597,0.25589895,0.0026887434,0.99414575,Khulna,Bagerhat,25,8,2017
2020-03-17,0.023531077336519955,0.04460464231669903,0.09875031188130379,0.25171083211898804,0.7593102857470511,0.09875031,0.18450806,0.20050785,0.007001521,0.99393034,Khulna,Bagerhat,17,3,2020
2020-01-21,0.031080273212864995,0.05936802178621292,0.10928607732057571,0.25554127991199493,0.7444829508662223,0.10928608,0.19167906,0.19446343,0.011139375,0.9968047,Khulna,Bagerhat,21,1,2020
2020-06-13,0.009030420356430114,0.03624026570469141,0.14490557461977005,0.433615505695343,0.903938564658165,0.14490557,0.26256043,0.2747676,0.002583397,0.99569416,Khulna,Bagerhat,13,6,2020
2020-04-26,0.015688008209690452,0.03448180574923754,0.0774906799197197,0.22293352335691452,0.8160755470395088,0.07749068,0.1796941,0.22234553,0.0026799785,0.9955959,Khulna,Bagerhat,26,4,2020
2020-09-17,0.010735981608740985,0.03757655248045921,0.1337290108203888,0.3606378585100174,0.8652748718857765,0.13372901,0.23357166,0.24673752,0.0029178357,0.9979855,Khulna,Bagerhat,17,9,2020
2020-07-07,0.008841137471608817,0.033849229104816914,0.15035659074783325,0.37886129319667816,0.8369208604097365,0.15035659,0.23936237,0.24397062,0.0020576802,0.996445,Khulna,Bagerhat,7,7,2020
2018-07-16,0.011572737409733237,0.04049758147448301,0.1357819065451622,0.36795851588249207,0.8354262650012969,0.13578191,0.23595801,0.2434546,0.003523643,0.9946483,Khulna,Bagerhat,16,7,2018
2020-08-08,0.011108872294425965,0.041660561226308346,0.17027498036623,0.43557584285736084,0.8607149943709373,0.17027497,0.262688,0.2555826,0.002001137,0.99622923,Khulna,Bagerhat,8,8,2020
2019-03-18,0.01673334208317101,0.03517810441553593,0.08457684144377708,0.2541954144835472,0.7838472470641136,0.084576845,0.18533152,0.21671481,0.0071170405,0.99290377,Khulna,Bagerhat,18,3,2019
2017-07-24,0.011121725104749203,0.0452853599563241,0.1630701720714569,0.42775673419237137,0.855277796089649,0.16307017,0.25989994,0.25292817,0.0019795566,0.99532133,Khulna,Bagerhat,24,7,2017
2017-03-10,0.014046092703938485,0.035371595062315464,0.08401812985539436,0.2429412379860878,0.7946658641099926,0.084018126,0.1804519,0.21348022,0.00392824,0.9971329,Khulna,Bagerhat,10,3,2017
2017-08-01,0.012029878608882428,0.044049535878002644,0.14357940107584,0.3647761642932892,0.8497364595532416,0.1435794,0.23540954,0.23735777,0.0024691818,0.99500495,Khulna,Bagerhat,1,8,2017
2019-09-02,0.008558286074548959,0.03086781222373247,0.11585762724280357,0.37353989481925964,0.8422912120819087,0.11585763,0.22862393,0.24944961,0.003028464,0.99706984,Khulna,Bagerhat,2,9,2019
2017-04-27,0.01586302942596376,0.035626500844955444,0.08026913180947304,0.268739677965641,0.8299252599477768,0.08026913,0.19562647,0.23382065,0.0064197695,0.99266076,Khulna,Bagerhat,27,4,2017
2019-04-19,0.014076580270193517,0.033915272913873196,0.07746953517198563,0.2490464374423027,0.8477868780493736,0.077469535,0.19052894,0.23496272,0.0051357895,0.9833225,Khulna,Bagerhat,19,4,2019
2018-03-02,0.02334493095986545,0.045143190771341324,0.09405487030744553,0.24492307379841805,0.756261482834816,0.09405487,0.17986144,0.1959029,0.00797265,0.9944965,Khulna,Bagerhat,2,3,2018
2018-11-29,0.01515394663438201,0.03375474829226732,0.07171062380075455,0.2505556344985962,0.8005838364362715,0.071710624,0.1783652,0.21692048,0.006791424,0.99669576,Khulna,Bagerhat,29,11,2018
2019-01-13,0.02593631991185248,0.05578033532947302,0.11667920276522636,0.261221744120121,0.7305647417902945,0.11667921,0.19236577,0.19361545,0.008160454,0.99522406,Khulna,Bagerhat,13,1,2019
2018-05-21,0.012115341774187983,0.03359548654407263,0.0923309475183487,0.24563589319586754,0.7441446006298065,0.09233095,0.18221012,0.20855056,0.0032255691,0.96964574,Khulna,Bagerhat,21,5,2018
2018-07-08,0.009999230527319014,0.0355035038664937,0.13764076679944992,0.37270868569612503,0.852553156018257,0.13764077,0.23836243,0.25025934,0.0029953383,0.9910381,Khulna,Bagerhat,8,7,2018
2018-09-18,0.010622447566129267,0.03413480706512928,0.10986888408660889,0.33527326583862305,0.8614051401615143,0.109868884,0.22256385,0.24935298,0.0034872366,0.9973296,Khulna,Bagerhat,18,9,2018
2018-03-26,0.020361664285883308,0.04190309625118971,0.08849981427192688,0.2618899270892143,0.7964103847742078,0.088499814,0.19023563,0.21673675,0.0077062463,0.99306643,Khulna,Bagerhat,26,3,2018
2020-06-21,0.008507607853971422,0.03131515998393297,0.14542268216609955,0.3927791193127632,0.8478297665715218,0.14542268,0.24194846,0.2507482,0.0022098266,0.9951147,Khulna,Bagerhat,21,6,2020
2020-10-27,0.008672246825881302,0.023963149171322584,0.07366408780217171,0.266887404024601,0.8452888637781142,0.073664084,0.19042473,0.2398517,0.0025791188,0.993594,Khulna,Bagerhat,27,10,2020
2019-03-02,0.023301958153024317,0.04748793505132198,0.09862572699785233,0.2700919434428215,0.7642796322703359,0.09862573,0.19292438,0.20764154,0.0077366177,0.9964707,Khulna,Bagerhat,2,3,2019
2019-11-05,0.010819693631492554,0.027365910355001688,0.06638532504439354,0.28170569241046906,0.8411714136600493,0.06638533,0.19236848,0.24167328,0.0030045444,0.99426866,Khulna,Bagerhat,5,11,2019
2017-08-17,0.009056587726809085,0.03418388869613409,0.13612140715122223,0.4036325588822365,0.885823206603527,0.1361214,0.2503553,0.26495793,0.0025428424,0.9943646,Khulna,Bagerhat,17,8,2017
2017-03-18,0.014729776093736291,0.035344073548913,0.08511140197515488,0.24804280325770378,0.8191690236330031,0.0851114,0.18492953,0.21927944,0.0052858246,0.9961302,Khulna,Bagerhat,18,3,2017
2017-11-13,0.013881651055999101,0.028516096994280815,0.06546267867088318,0.2566271647810936,0.8254330173134803,0.06546268,0.18118818,0.22769111,0.0057446766,0.9947148,Khulna,Bagerhat,13,11,2017
2018-01-21,0.028941596625372767,0.059194124303758144,0.1177721805870533,0.26856251806020737,0.7302898675203323,0.11777218,0.19638054,0.194568,0.008688092,0.9952173,Khulna,Bagerhat,21,1,2018
2017-02-14,0.02264561438933015,0.044907149858772755,0.10482991114258766,0.2394823133945465,0.711695127189159,0.10482991,0.1760937,0.18446577,0.0089151785,0.99535215,Khulna,Bagerhat,14,2,2017
2017-06-22,0.010390101769007743,0.03796548116952181,0.127471424639225,0.3643036484718323,0.8206920519471168,0.12747142,0.22958235,0.23967668,0.0025659916,0.9878347,Khulna,Bagerhat,22,6,2017
2018-02-22,0.021468018367886543,0.04401309508830309,0.09896858781576157,0.24105364829301834,0.72329011708498,0.09896859,0.17640658,0.18953721,0.008000795,0.9961792,Khulna,Bagerhat,22,2,2018
2020-09-09,0.009894911292940378,0.031280108727514744,0.11705101653933525,0.34699351340532303,0.8616669222712516,0.11705102,0.22231302,0.24358034,0.0032467397,0.9983012,Khulna,Bagerhat,9,9,2020
2019-08-17,0.008918560785241425,0.033920710906386375,0.1181165762245655,0.35602549463510513,0.8214100211858748,0.11811657,0.2232834,0.23894659,0.0028857188,0.99625933,Khulna,Bagerhat,17,8,2019
2018-12-15,0.020173911284655333,0.04136352613568306,0.08378444239497185,0.2491695173084736,0.7579931214451789,0.083784446,0.1802533,0.20495111,0.009547668,0.99142927,Khulna,Bagerhat,15,12,2018
2018-12-23,0.020028902497142554,0.04367800708860159,0.08478361740708351,0.24943402037024498,0.7520522177219389,0.08478361,0.18024506,0.20281474,0.009217518,0.9933515,Khulna,Bagerhat,23,12,2018
2017-12-23,0.01951032252982259,0.03874019719660282,0.0803484283387661,0.2689938172698021,0.7948681265115736,0.08034843,0.18746266,0.21634187,0.008488762,0.9961054,Khulna,Bagerhat,23,12,2017
2020-07-15,0.009731698175892234,0.03304527327418327,0.1281314492225647,0.34165145456790924,0.8287068858742713,0.12813145,0.22235593,0.23669198,0.0027837774,0.99631554,Khulna,Bagerhat,15,7,2020
2018-12-31,0.026998399244621395,0.050614683888852596,0.09577490389347076,0.25215887278318405,0.7481267631053924,0.095774904,0.18531306,0.19909601,0.009035897,0.9954137,Khulna,Bagerhat,31,12,2018
2019-08-01,0.007407082221470774,0.02890891721472144,0.11756718531250954,0.35846223682165146,0.8203093603253364,0.11756718,0.22140667,0.24022181,0.0024136673,0.9948548,Khulna,Bagerhat,1,8,2019
2017-05-29,0.01958333672955632,0.04246371239423752,0.09138952568173409,0.27788784354925156,0.7986999675631521,0.09138952,0.19616136,0.22162263,0.006067323,0.9959487,Khulna,Bagerhat,29,5,2017
2019-01-21,0.028184735821560024,0.061076048761606216,0.13151129335165024,0.27188145369291306,0.7302995890378944,0.1315113,0.19966702,0.1907237,0.008102681,0.9948768,Khulna,Bagerhat,21,1,2019
2019-08-25,0.01067934911698103,0.03826768044382334,0.12442145869135857,0.3551827594637871,0.832042197883129,0.12442146,0.22717531,0.23956782,0.0028983098,0.99707437,Khulna,Bagerhat,25,8,2019
2018-04-11,0.017114666197448967,0.036909048445522785,0.07855481654405594,0.2372407279908657,0.7751214027404784,0.07855482,0.178797,0.21355687,0.005712417,0.9937809,Khulna,Bagerhat,11,4,2018
2018-01-05,0.026331251207739114,0.049092547968029976,0.09240570291876793,0.2600223124027252,0.7621413528919218,0.09240571,0.18930179,0.20565231,0.008576682,0.994371,Khulna,Bagerhat,5,1,2018
2018-07-24,0.015835409751161933,0.05224476382136345,0.16412653028964996,0.415143184363842,0.8589462250471115,0.16412653,0.26119858,0.25217435,0.003921546,0.99159765,Khulna,Bagerhat,24,7,2018
2019-06-30,0.010510648088529707,0.02834163513034582,0.07001634314656258,0.24649108946323395,0.7808922633528708,0.07001634,0.17555125,0.21732835,0.003964668,0.99628973,Khulna,Bagerhat,30,6,2019
2017-01-13,0.027398861711844802,0.05286482162773609,0.0990644246339798,0.25515439361333847,0.751204690337181,0.099064425,0.1880221,0.19869265,0.010531193,0.9938486,Khulna,Bagerhat,13,1,2017
2018-02-06,0.02533289953134954,0.05502059403806925,0.12706993520259857,0.27157048135995865,0.7401587188243864,0.12706994,0.19826937,0.19479367,0.009578538,0.9947307,Khulna,Bagerhat,6,2,2018
2018-03-10,0.02600794970057905,0.04893276747316122,0.1015339195728302,0.2602948173880577,0.78192283809185,0.10153392,0.19072714,0.20430228,0.009137356,0.99625754,Khulna,Bagerhat,10,3,2018
2019-06-06,0.011375464289449156,0.03380287904292345,0.07814544811844826,0.26032086461782455,0.7423410058021545,0.078145444,0.17973183,0.21250027,0.0046903808,0.9953945,Khulna,Bagerhat,6,6,2019
2020-12-30,0.029713315377011894,0.0593211418017745,0.11230622231960297,0.30741773545742035,0.8150722548365592,0.11230622,0.21516736,0.22060344,0.008144615,0.9955454,Khulna,Bagerhat,30,12,2020
2020-11-28,0.015154191758483648,0.03343995567411184,0.07216952368617058,0.2781703248620033,0.8370955750346183,0.07216953,0.19499344,0.23650247,0.006531101,0.9956045,Khulna,Bagerhat,28,11,2020
2019-05-05,0.014374474808573724,0.03188112564384937,0.06949907913804054,0.24591531977057457,0.8326122730970382,0.069499075,0.18535975,0.23209898,0.0045323777,0.99187636,Khulna,Bagerhat,5,5,2019
2018-05-29,0.012924484233371914,0.03350485861301422,0.076835997402668,0.23489579558372498,0.769205595552921,0.076836,0.17700955,0.21406291,0.005394173,0.98520225,Khulna,Bagerhat,29,5,2018
2018-04-03,0.017080049263313413,0.03509265277534723,0.08075366169214249,0.2628685534000397,0.7849241524934768,0.08075366,0.185784,0.21845359,0.0067613106,0.9945708,Khulna,Bagerhat,3,4,2018
2019-08-09,0.008721606992185115,0.033045665360987186,0.12431226298213005,0.3571016564965248,0.8254967316985128,0.12431227,0.2242482,0.23820207,0.0023694625,0.9978738,Khulna,Bagerhat,9,8,2019
2017-05-21,0.01710751298815012,0.04045987315475941,0.08569704368710518,0.25208915024995804,0.7885571718215941,0.08569704,0.18534292,0.21436436,0.006857556,0.99578553,Khulna,Bagerhat,21,5,2017
2020-05-04,0.014121320797130466,0.03011377016082406,0.06445582211017609,0.22172368317842484,0.8283933088183402,0.06445582,0.17771065,0.2314262,0.0032732857,0.99626774,Khulna,Bagerhat,4,5,2020
2017-09-02,0.009730802406556905,0.0345224104821682,0.1220763511955738,0.38289737701416016,0.8991484880447387,0.12207635,0.24346639,0.2665632,0.0029956175,0.995139,Khulna,Bagerhat,2,9,2017
2018-06-06,0.01360219221096486,0.039078375324606895,0.09287106990814209,0.26233360171318054,0.7958463206887244,0.09287107,0.19146165,0.21925947,0.0050280965,0.99202853,Khulna,Bagerhat,6,6,2018
2019-11-21,0.01714199213311076,0.031264444813132286,0.06930233538150787,0.28278300166130066,0.8610670909285542,0.069302335,0.19769435,0.24415581,0.0081158215,0.99602807,Khulna,Bagerhat,21,11,2019
2020-01-05,0.021960782678797842,0.04759211931377649,0.09900489822030067,0.2775091826915741,0.7692172035574912,0.099004894,0.19429095,0.20827322,0.0056169727,0.9979705,Khulna,Bagerhat,5,1,2020
2019-04-27,0.02072379975579679,0.04488897230476141,0.09600374847650528,0.26785583794116974,0.8425006493926047,0.09600375,0.2001194,0.22837715,0.007812232,0.99060667,Khulna,Bagerhat,27,4,2019
2018-09-02,0.010709287947975099,0.037027194164693356,0.13362009078264236,0.3740422949194908,0.8554461896419524,0.13362008,0.23657885,0.24945237,0.0042281915,0.99670285,Khulna,Bagerhat,2,9,2018
2020-02-06,0.02892699809744954,0.05639420356601477,0.115606889128685,0.23609554395079613,0.7382445648312563,0.11560689,0.18433517,0.1877948,0.008978383,0.99719715,Khulna,Bagerhat,6,2,2020
2020-11-04,0.014798448956571519,0.03260466828942299,0.07276923581957817,0.2650298699736595,0.8502049252390861,0.07276924,0.19414537,0.23935504,0.006106206,0.99264514,Khulna,Bagerhat,4,11,2020
2020-03-25,0.023434798698872328,0.045107693411409855,0.09366550669074059,0.24983564764261246,0.7706301033496856,0.09366551,0.1851745,0.20504725,0.00612391,0.9952238,Khulna,Bagerhat,25,3,2020
2020-10-19,0.009595017111860216,0.027536998968571424,0.07832382991909981,0.27036983519792557,0.834418974816799,0.078323826,0.19219092,0.23556423,0.0024982935,0.9968256,Khulna,Bagerhat,19,10,2020
