Date,Quantile_0.025,Quantile_0.25,Quantile_0.5,Quantile_0.75,Quantile_0.975,Median,Mean,Std,Min,Max,Region,District,Day,Month,Year
2019-08-09,0.005048325634561479,0.00858475873246789,0.011862661689519882,0.018742377869784832,0.08094545584172001,0.011862662,0.0188181,0.022683164,0.0029225897,0.31530842,Chittagong,Bandarban,9,8,2019
2017-05-21,0.005062412400729954,0.009604246588423848,0.013053987640887499,0.018090171739459038,0.04059808654710649,0.013053987,0.015440686,0.010176382,0.0026439452,0.15131757,Chittagong,Bandarban,21,5,2017
2020-05-04,0.031704794988036154,0.056556050665676594,0.07704924419522285,0.10627971962094307,0.1902359463274478,0.07704924,0.08587701,0.041272186,0.012683335,0.5505965,Chittagong,Bandarban,4,5,2020
2017-09-02,0.006980688567273319,0.011923329206183553,0.01598927564918995,0.022511413786560297,0.06930663790553789,0.015989276,0.020850675,0.018882688,0.003541287,0.26738584,Chittagong,Bandarban,2,9,2017
2018-06-06,0.006736385077238083,0.012171034468337893,0.016351670026779175,0.022199489176273346,0.050735524948686335,0.01635167,0.01911447,0.012037437,0.0031347598,0.17512025,Chittagong,Bandarban,6,6,2018
2019-11-21,0.01595453335903585,0.024043907411396503,0.03043320309370756,0.03768195491284132,0.07593127060681568,0.030433204,0.03343267,0.016851537,0.010090663,0.24028602,Chittagong,Bandarban,21,11,2019
2020-01-05,0.03777140388265252,0.054769743233919144,0.06464115902781487,0.07729209214448929,0.11993851382285346,0.06464116,0.068041496,0.020743236,0.022507805,0.28099704,Chittagong,Bandarban,5,1,2020
2019-04-27,0.037777467351406815,0.07069072313606739,0.09859360009431839,0.13706984370946884,0.25650365576148,0.0985936,0.111026324,0.05852436,0.022939505,0.7746392,Chittagong,Bandarban,27,4,2019
2018-09-02,0.008640413428656757,0.013679285999387503,0.017952019348740578,0.02444379311054945,0.07489754762500489,0.01795202,0.022727005,0.018152699,0.0053304224,0.24081104,Chittagong,Bandarban,2,9,2018
2020-02-06,0.05777223780751228,0.08577646873891354,0.10617935284972191,0.13160565122961998,0.19502525255084036,0.10617936,0.11162516,0.03584775,0.03770811,0.33402497,Chittagong,Bandarban,6,2,2020
2020-11-04,0.011058689514175057,0.017210278660058975,0.021598449908196926,0.02727635484188795,0.05442846771329632,0.02159845,0.024131961,0.012537351,0.0059680208,0.18927263,Chittagong,Bandarban,4,11,2020
2020-03-25,0.07783321179449558,0.14404632523655891,0.18721088767051697,0.2267564758658409,0.3130995199084281,0.18721089,0.18745713,0.061146904,0.042357806,0.55659354,Chittagong,Bandarban,25,3,2020
2020-10-19,0.007612156274262816,0.01145048113539815,0.014518178068101406,0.018669381272047758,0.04115563658997413,0.014518178,0.016676439,0.009873203,0.004645791,0.17006244,Chittagong,Bandarban,19,10,2020
2020-04-10,0.08201967477798462,0.15098607912659645,0.20978469401597977,0.27571846544742584,0.4219024293124676,0.20978469,0.21947587,0.0899166,0.04060433,0.8030468,Chittagong,Bandarban,10,4,2020
2017-05-13,0.009093689848668873,0.015809297561645508,0.021485640667378902,0.02979398425668478,0.06574154384434223,0.021485642,0.02537261,0.016011953,0.0042919843,0.23132578,Chittagong,Bandarban,13,5,2017
2018-06-22,0.0026628201361745597,0.005755646503530443,0.008430743124336004,0.012439177837222815,0.035572281107306446,0.008430744,0.010805086,0.009236946,0.00085002556,0.105306864,Chittagong,Bandarban,22,6,2018
2017-01-21,0.0644774368032813,0.0853261761367321,0.09864969551563263,0.11374896764755249,0.16086036562919603,0.098649696,0.1018254,0.025022492,0.04692382,0.34559903,Chittagong,Bandarban,21,1,2017
2020-03-09,0.06181471711024642,0.10168878361582756,0.13210846483707428,0.16277946904301643,0.23392753563821306,0.13210846,0.1351114,0.045294885,0.038761336,0.42542663,Chittagong,Bandarban,9,3,2020
2018-01-13,0.04665139140561223,0.063362380489707,0.07361980900168419,0.08569938875734806,0.12767592743039122,0.07361981,0.07652932,0.02033125,0.032398567,0.30383074,Chittagong,Bandarban,13,1,2018
2020-05-20,0.021848407853394747,0.07463320344686508,0.12382118031382561,0.21176765859127045,0.5192280426621436,0.123821184,0.1630088,0.12734558,0.0056513785,0.8317189,Sylhet,Sylhet,20,5,2020
2017-04-03,0.04290447551757097,0.13104313984513283,0.23049314320087433,0.37914659082889557,0.6994916960597036,0.23049314,0.2721197,0.17850652,0.0073016407,0.94337773,Sylhet,Sylhet,3,4,2017
2019-05-21,0.023696915153414013,0.08433942124247551,0.15811461210250854,0.27554669231176376,0.6282049730420112,0.15811461,0.20258428,0.15968275,0.0073108496,0.9718927,Sylhet,Sylhet,21,5,2019
2018-08-09,0.022640368109568956,0.12111246213316917,0.2662762701511383,0.48428062349557877,0.9090451791882513,0.26627627,0.32875678,0.24916835,0.004688493,0.9896628,Sylhet,Sylhet,9,8,2018
2017-06-14,0.02414624122902751,0.12629123404622078,0.25992126762866974,0.4679500535130501,0.9073729306459426,0.25992125,0.32374224,0.2427233,0.009715319,0.98769546,Sylhet,Sylhet,14,6,2017
2018-11-21,0.016944719571620227,0.03513189312070608,0.06953500583767891,0.16508859395980835,0.5517166331410405,0.069535,0.12725286,0.1412841,0.007549674,0.91274476,Sylhet,Sylhet,21,11,2018
2020-02-14,0.10453110560774803,0.20229031145572662,0.29434381425380707,0.42804794013500214,0.7192552238702773,0.29434383,0.33045852,0.16500905,0.03578633,0.94809586,Sylhet,Sylhet,14,2,2020
2017-10-28,0.013059371523559094,0.04792559891939163,0.11450130119919777,0.3413515239953995,0.9291035532951355,0.1145013,0.23519675,0.25918287,0.0034664136,0.9891522,Sylhet,Sylhet,28,10,2017
2020-07-31,0.0199987153057009,0.1744859591126442,0.3891441375017166,0.7375617474317551,0.9750231549143791,0.38914412,0.4498633,0.31151292,0.003295412,0.99483347,Sylhet,Sylhet,31,7,2020
2019-01-29,0.09930740017443895,0.20011691749095917,0.2864951491355896,0.39680153876543045,0.6637853190302847,0.28649515,0.31163782,0.14677146,0.028103622,0.953962,Sylhet,Sylhet,29,1,2019
2019-07-16,0.02005983334966004,0.1926734521985054,0.42517252266407013,0.6695932596921921,0.9158659055829048,0.4251725,0.43773413,0.27125153,0.0021495547,0.9904141,Sylhet,Sylhet,16,7,2019
2018-11-13,0.01508474994916469,0.03133433870971203,0.0633951686322689,0.15858929231762886,0.6050613939762112,0.06339517,0.1268867,0.15266432,0.0065407553,0.9336404,Sylhet,Sylhet,13,11,2018
2017-09-26,0.013199688121676446,0.06364565901458263,0.17153645306825638,0.43993158638477325,0.9402227595448494,0.17153645,0.28275308,0.27418903,0.0026115559,0.98793334,Sylhet,Sylhet,26,9,2017
2018-10-12,0.016155183035880327,0.04484041128307581,0.07775478810071945,0.16187383979558945,0.6384751111268996,0.07775479,0.13749552,0.15522502,0.0047850106,0.9316808,Sylhet,Sylhet,12,10,2018
2017-04-19,0.03398088915273547,0.10415801778435707,0.19101618975400925,0.34583190828561783,0.8691934004426001,0.1910162,0.26431033,0.21949697,0.013544943,0.9693058,Sylhet,Sylhet,19,4,2017
2018-04-27,0.02309702904894948,0.046205757185816765,0.07438374683260918,0.12910526245832443,0.37060148790478686,0.07438375,0.105474085,0.09402467,0.009933979,0.8382566,Sylhet,Sylhet,27,4,2018
2017-12-15,0.02554953689686954,0.05278541147708893,0.1095195822417736,0.23298514261841774,0.7069836914539336,0.109519586,0.17546056,0.17561628,0.011913315,0.97604793,Sylhet,Sylhet,15,12,2017
2018-06-14,0.02085886267013848,0.128882247954607,0.2265152409672737,0.37318726629018784,0.8297151312232016,0.22651523,0.2773448,0.20310509,0.0044522453,0.9859298,Sylhet,Sylhet,14,6,2018
2019-06-22,0.01605950081720948,0.06858799606561661,0.1410929411649704,0.29212815314531326,0.82285997569561,0.14109294,0.21521452,0.20563497,0.0054786275,0.99119043,Sylhet,Sylhet,22,6,2019
2018-05-05,0.015087264450266957,0.04459741245955229,0.08007257431745529,0.1443021595478058,0.3921412803232669,0.080072574,0.11178002,0.101092674,0.005773873,0.9228133,Sylhet,Sylhet,5,5,2018
2019-12-23,0.05776594448834658,0.10839756764471531,0.17689602077007294,0.28777871280908585,0.5488523200154304,0.17689602,0.21338367,0.13460936,0.025236713,0.8989449,Sylhet,Sylhet,23,12,2019
2018-01-29,0.07415265236049891,0.15736303851008415,0.2311810553073883,0.3228558301925659,0.5539767652750015,0.23118106,0.25231043,0.1280379,0.02479774,0.951897,Sylhet,Sylhet,29,1,2018
2020-06-05,0.023028212366625667,0.15699754282832146,0.31765905022621155,0.6103954911231995,0.915985594689846,0.31765905,0.38682362,0.27317196,0.003943732,0.9881337,Sylhet,Sylhet,5,6,2020
2019-07-24,0.02364305895753205,0.22337142378091812,0.44894489645957947,0.6933033764362335,0.9174821630120277,0.4489449,0.45943314,0.27064276,0.0014747306,0.9910048,Sylhet,Sylhet,24,7,2019
2020-11-12,0.015360576077364385,0.035934376530349255,0.08460265398025513,0.22348561137914658,0.7519146710634229,0.084602654,0.1659409,0.19038329,0.0044379663,0.9724812,Sylhet,Sylhet,12,11,2020
2018-06-30,0.021497326670214534,0.1926669329404831,0.41927945613861084,0.706197053194046,0.948191623389721,0.41927946,0.45041698,0.2887263,0.003417872,0.99315226,Sylhet,Sylhet,30,6,2018
2019-10-28,0.017632130440324547,0.04539839643985033,0.08406436070799828,0.21560628339648247,0.8420975238084792,0.084064364,0.17506145,0.20802894,0.005561683,0.99209726,Sylhet,Sylhet,28,10,2019
2017-02-22,0.059608424361795184,0.12290281988680363,0.1902584433555603,0.29344042390584946,0.6229999125003814,0.19025844,0.22858444,0.14376943,0.017973622,0.88167584,Sylhet,Sylhet,22,2,2017
2019-11-29,0.022607036167755723,0.03950826171785593,0.07392358407378197,0.1728786565363407,0.5524951159954069,0.07392359,0.13198215,0.140968,0.014183162,0.9462119,Sylhet,Sylhet,29,11,2019
2017-11-21,0.015370653476566076,0.03738902974873781,0.0851428396999836,0.22138812020421028,0.7969592258334158,0.085142836,0.16924936,0.1997803,0.006425485,0.98510414,Sylhet,Sylhet,21,11,2017
2017-11-29,0.022744527272880077,0.048508768901228905,0.10307734087109566,0.23589550331234932,0.705745282769203,0.10307734,0.17419805,0.17917386,0.012360956,0.9649809,Sylhet,Sylhet,29,11,2017
2020-09-01,0.01602533389814198,0.10816128179430962,0.23847950994968414,0.48349305987358093,0.9292211204767227,0.23847951,0.3202762,0.26018992,0.0033426813,0.9892869,Sylhet,Sylhet,1,9,2020
2020-01-13,0.0681541197001934,0.15617982670664787,0.2284703403711319,0.33407123386859894,0.5722193270921707,0.22847034,0.25558454,0.13355656,0.02532718,0.9303799,Sylhet,Sylhet,13,1,2020
2017-02-06,0.09655097480863332,0.2028145231306553,0.30609895288944244,0.44529400765895844,0.7378489524126053,0.30609894,0.33870152,0.17273073,0.028633067,0.9242843,Sylhet,Sylhet,6,2,2017
2019-12-07,0.026326640509068966,0.04887903295457363,0.08634865656495094,0.17694110050797462,0.4969863176345825,0.08634865,0.13532603,0.1272752,0.012426476,0.9261016,Sylhet,Sylhet,7,12,2019
2017-03-02,0.06128482278436422,0.11357091553509235,0.16951345652341843,0.25645357370376587,0.49263345673680303,0.16951346,0.19934152,0.11527765,0.022025075,0.92784196,Sylhet,Sylhet,2,3,2017
2020-01-29,0.0894810289144516,0.21749334782361984,0.3121912330389023,0.4197692424058914,0.6469699397683142,0.31219125,0.32712108,0.14674535,0.0316739,0.94154114,Sylhet,Sylhet,29,1,2020
2018-09-26,0.020695008710026743,0.059501263312995434,0.10225317627191544,0.2173265554010868,0.76820483803749,0.102253176,0.17541751,0.18418437,0.0046184156,0.9772563,Sylhet,Sylhet,26,9,2018
2019-03-26,0.05594920916482806,0.11098866537213326,0.17488064616918564,0.2853308394551277,0.6533475205302236,0.17488065,0.22243378,0.15480198,0.022415036,0.92619514,Sylhet,Sylhet,26,3,2019
2018-03-18,0.06536199189722539,0.12341059558093548,0.17642977833747864,0.25556613504886627,0.5109906688332557,0.17642978,0.20638645,0.11747215,0.023946851,0.9232624,Sylhet,Sylhet,18,3,2018
2018-12-07,0.018603897606953978,0.03776752110570669,0.0709017738699913,0.15463760495185852,0.5042966037988662,0.070901774,0.12269156,0.13116586,0.008642261,0.94459957,Sylhet,Sylhet,7,12,2018
2017-07-16,0.01946187415160239,0.14744644239544868,0.3452739417552948,0.6317401379346848,0.9534361571073532,0.34527394,0.40114823,0.28574517,0.0014445741,0.99225837,Sylhet,Sylhet,16,7,2017
2017-10-12,0.0131753939203918,0.05522645823657513,0.1309894248843193,0.3315054550766945,0.911711350083351,0.13098943,0.23542175,0.24726336,0.0039050574,0.9902418,Sylhet,Sylhet,12,10,2017
2020-11-20,0.020138360653072597,0.039274987764656544,0.09070445969700813,0.23058340698480606,0.6893879935145378,0.090704456,0.1656671,0.17753935,0.0095231095,0.97342956,Sylhet,Sylhet,20,11,2020
2018-08-25,0.020867274096235636,0.10977264679968357,0.20359166711568832,0.36461786180734634,0.8731839567422867,0.20359167,0.2710835,0.2199739,0.0035108344,0.98762506,Sylhet,Sylhet,25,8,2018
2017-01-29,0.10521000400185584,0.22520462796092033,0.3264051526784897,0.4536926746368408,0.7210715308785437,0.32640517,0.35049543,0.1632042,0.028072024,0.93651277,Sylhet,Sylhet,29,1,2017
2017-10-20,0.011647728877142072,0.05369246564805508,0.12869806587696075,0.3249121904373169,0.9130499511957169,0.12869807,0.23146953,0.24558042,0.004401839,0.98819005,Sylhet,Sylhet,20,10,2017
2019-07-08,0.02672972120344639,0.1593545526266098,0.3341221511363983,0.5844966173171997,0.9163743779063224,0.33412215,0.3839516,0.2589976,0.0038017842,0.9892491,Sylhet,Sylhet,8,7,2019
2020-03-01,0.0819051941856742,0.1786658838391304,0.27362027764320374,0.428184449672699,0.7781828969717025,0.27362028,0.32231742,0.18594246,0.029257359,0.95129955,Sylhet,Sylhet,1,3,2020
2019-10-20,0.01550818660762161,0.04136956017464399,0.07233352959156036,0.16223395243287086,0.7191852703690529,0.07233353,0.14131802,0.17381334,0.0036630298,0.98766965,Sylhet,Sylhet,20,10,2019
2019-10-12,0.01645407881587744,0.050018731504678726,0.08774994313716888,0.2062476985156536,0.8245929166674614,0.08774994,0.17160225,0.19939688,0.003129717,0.9915877,Sylhet,Sylhet,12,10,2019
2017-06-06,0.02580941990017891,0.1543891280889511,0.3176448792219162,0.5555635690689087,0.9238945454359054,0.3176449,0.3726472,0.25847334,0.006231826,0.9841182,Sylhet,Sylhet,6,6,2017
2020-12-06,0.02212786446325481,0.047775047831237316,0.09926975145936012,0.22896642982959747,0.6060248002409934,0.09926975,0.16268404,0.15795963,0.010270104,0.92087007,Sylhet,Sylhet,6,12,2020
2017-10-04,0.010332976328209042,0.047035349532961845,0.12918496131896973,0.37494567781686783,0.9404296487569809,0.12918496,0.25113258,0.27071685,0.002812166,0.9907611,Sylhet,Sylhet,4,10,2017
2020-02-22,0.09253229759633541,0.186000257730484,0.27726438641548157,0.42045675218105316,0.7389691442251204,0.2772644,0.3196891,0.17342407,0.02877859,0.94665265,Sylhet,Sylhet,22,2,2020
2020-04-18,0.048609113413840534,0.09512598626315594,0.1401277408003807,0.2145024538040161,0.48085497096180885,0.14012775,0.17210677,0.11202138,0.015450507,0.9280955,Sylhet,Sylhet,18,4,2020
2020-10-11,0.012985556875355542,0.04406120255589485,0.11603884771466255,0.4063314348459244,0.9402268931269646,0.116038844,0.2614436,0.28977224,0.0047565904,0.9905201,Sylhet,Sylhet,11,10,2020
2017-01-05,0.0677794948220253,0.14959583431482315,0.22945090383291245,0.3577987477183342,0.6614990308880806,0.22945091,0.26898393,0.15749139,0.029789958,0.96213216,Sylhet,Sylhet,5,1,2017
2017-09-18,0.018575714062899353,0.1449895165860653,0.32180388271808624,0.6327002942562103,0.9583041846752166,0.32180387,0.39577997,0.29192764,0.0035878702,0.9924671,Sylhet,Sylhet,18,9,2017
2019-12-15,0.03433922715485096,0.06466579250991344,0.11637907847762108,0.21291006356477737,0.4903190985321996,0.11637908,0.15697102,0.12558451,0.01586606,0.90311337,Sylhet,Sylhet,15,12,2019
2018-10-20,0.016623247880488634,0.035771315917372704,0.06428191810846329,0.15035898238420486,0.6520723000168799,0.06428192,0.12957475,0.16049114,0.005144944,0.9666836,Sylhet,Sylhet,20,10,2018
2017-09-10,0.019368930673226713,0.16486041992902756,0.33817319571971893,0.6412333101034164,0.9426928386092186,0.3381732,0.4050066,0.2825966,0.0014515595,0.99297357,Sylhet,Sylhet,10,9,2017
2017-12-31,0.04535897094756365,0.08981390483677387,0.1584305539727211,0.2763903886079788,0.7021325945854185,0.15843055,0.21201162,0.16893299,0.022387238,0.97241896,Sylhet,Sylhet,31,12,2017
2017-08-09,0.025432769441977143,0.1693413332104683,0.33633314073085785,0.5883691608905792,0.9248103275895119,0.33633316,0.39094913,0.2630957,0.0019071365,0.9925788,Sylhet,Sylhet,9,8,2017
2017-07-08,0.023798550153151157,0.1749543696641922,0.3630164861679077,0.6013000011444092,0.9281405046582222,0.3630165,0.40186393,0.26157263,0.002034727,0.9832306,Sylhet,Sylhet,8,7,2017
2018-05-13,0.020175432227551936,0.0651282537728548,0.12462281808257103,0.2432289719581604,0.7638874962925908,0.12462282,0.18994845,0.18443905,0.0065848324,0.964476,Sylhet,Sylhet,13,5,2018
2019-11-13,0.012089386885054409,0.026230601128190756,0.055680014193058014,0.15604706853628159,0.6821812108159065,0.055680014,0.12676497,0.16826694,0.0063385526,0.98299843,Sylhet,Sylhet,13,11,2019
2018-08-17,0.0194973761215806,0.09091494418680668,0.18877079337835312,0.35147833079099655,0.8790826663374897,0.1887708,0.26084274,0.22699213,0.004204273,0.98815876,Sylhet,Sylhet,17,8,2018
2019-01-05,0.06166825452819467,0.13396290689706802,0.2104756087064743,0.33306480944156647,0.6210010126233101,0.21047561,0.2482792,0.14973341,0.02176987,0.9704048,Sylhet,Sylhet,5,1,2019
2018-09-10,0.02068418199196458,0.09827015548944473,0.19172967225313187,0.35761765390634537,0.8916637271642684,0.19172966,0.26347718,0.22507937,0.006770729,0.99184227,Sylhet,Sylhet,10,9,2018
2018-11-05,0.011901494232006371,0.02794929686933756,0.05942475609481335,0.14797986298799515,0.6197267413139342,0.059424758,0.12250838,0.1557253,0.004594934,0.95471346,Sylhet,Sylhet,5,11,2018
2018-10-04,0.01659850087016821,0.0497518302872777,0.08463158085942268,0.17154640704393387,0.6821053951978683,0.08463158,0.14686906,0.16392794,0.0049981587,0.9651769,Sylhet,Sylhet,4,10,2018
2018-08-01,0.022023752704262732,0.1582716815173626,0.3314805179834366,0.5903607159852982,0.9284180626273155,0.3314805,0.3870341,0.26767567,0.003615309,0.99307466,Sylhet,Sylhet,1,8,2018
2017-11-05,0.015377457579597832,0.047192773781716824,0.10589924082159996,0.2867101803421974,0.9195270344614981,0.105899245,0.21220918,0.23929347,0.0040280866,0.98752743,Sylhet,Sylhet,5,11,2017
2020-04-02,0.0876200120896101,0.19422754645347595,0.30150510370731354,0.4636772572994232,0.8026008501648902,0.3015051,0.34633535,0.19326259,0.0377982,0.9500087,Sylhet,Sylhet,2,4,2020
2020-09-25,0.015755149768665433,0.07926391437649727,0.20126252621412277,0.5498289465904236,0.957330298423767,0.20126253,0.33042893,0.3048218,0.0038831593,0.9944577,Sylhet,Sylhet,25,9,2020
2020-12-22,0.05267385570332408,0.12149533070623875,0.21804358065128326,0.362464003264904,0.6546239122748374,0.21804358,0.25909573,0.16851231,0.024560174,0.9480431,Sylhet,Sylhet,22,12,2020
2019-05-13,0.0204243628308177,0.06619827449321747,0.12581893056631088,0.2261505238711834,0.5608397871255875,0.12581894,0.16957335,0.14445151,0.0071368394,0.9582173,Sylhet,Sylhet,13,5,2019
2019-10-04,0.01600283212028444,0.05798845645040274,0.10772277414798737,0.24056776240468025,0.8443411692976951,0.107722774,0.19223431,0.20811309,0.0027355081,0.9892959,Sylhet,Sylhet,4,10,2019
2019-09-26,0.017482557380571962,0.05352846812456846,0.09732481464743614,0.21470635756850243,0.8262959778308868,0.09732482,0.17692314,0.19835512,0.002942116,0.9839766,Sylhet,Sylhet,26,9,2019
2020-08-24,0.020387669000774624,0.12796634435653687,0.2616528123617172,0.5050158202648163,0.9050345420837401,0.26165283,0.33259344,0.25166696,0.0053636036,0.9849995,Sylhet,Sylhet,24,8,2020
2020-05-28,0.031632115971297024,0.13991190120577812,0.2848144918680191,0.6476341784000397,0.9356496557593346,0.28481448,0.3864375,0.2933026,0.0077659097,0.9884093,Sylhet,Sylhet,28,5,2020
2018-02-14,0.0688265623524785,0.13701849803328514,0.19693099707365036,0.2876281216740608,0.5358789756894111,0.196931,0.22645202,0.12234827,0.027413417,0.88970834,Sylhet,Sylhet,14,2,2018
2019-02-06,0.09561068955808878,0.1915704496204853,0.27420608699321747,0.3934378996491432,0.6872067093849181,0.2742061,0.30810052,0.15489891,0.032776322,0.9482359,Sylhet,Sylhet,6,2,2019
2020-08-16,0.018575452128425242,0.139570452272892,0.28982312977313995,0.5577500462532043,0.9284082129597663,0.2898231,0.3630235,0.26998028,0.0033380284,0.9882019,Sylhet,Sylhet,16,8,2020
2017-03-26,0.041635699849575755,0.07413232885301113,0.10468854010105133,0.1534128226339817,0.3317013375461101,0.10468854,0.1260817,0.079499535,0.016078627,0.9042307,Sylhet,Sylhet,26,3,2017
2017-05-05,0.02837980668991804,0.11735692247748375,0.21910079568624496,0.3867943286895752,0.8616477504372597,0.2191008,0.28428382,0.2213078,0.012198855,0.98692524,Sylhet,Sylhet,5,5,2017
2019-02-22,0.07385674584656954,0.14566133171319962,0.21042550355196,0.3177315443754196,0.588161489367485,0.2104255,0.24701469,0.13656795,0.017468588,0.91727847,Sylhet,Sylhet,22,2,2019
2020-12-14,0.03371393783017993,0.0717203039675951,0.15077482163906097,0.2978510633111,0.606612105667591,0.15077482,0.20360987,0.16242895,0.01590004,0.92704767,Sylhet,Sylhet,14,12,2020
2018-04-19,0.021776684559881687,0.039522054605185986,0.057178135961294174,0.09148365259170532,0.2620660804212093,0.057178136,0.07850547,0.06730092,0.011129101,0.79861873,Sylhet,Sylhet,19,4,2018
2020-06-29,0.026623043464496732,0.23304938152432442,0.4926552176475525,0.8005562424659729,0.9764296248555183,0.49265522,0.5089835,0.3047147,0.0022743011,0.9973149,Sylhet,Sylhet,29,6,2020
2019-06-14,0.014510994078591466,0.07526391930878162,0.15296334028244019,0.2846710979938507,0.7844233319163321,0.15296334,0.21298397,0.19280086,0.003649668,0.971608,Sylhet,Sylhet,14,6,2019
2019-03-10,0.06670679207891225,0.12651418894529343,0.18866155296564102,0.2998025715351105,0.6309363335371018,0.18866155,0.23340328,0.1471638,0.020754797,0.9190576,Sylhet,Sylhet,10,3,2019
2018-10-28,0.012681339960545301,0.027544456999748945,0.056945912539958954,0.14656294137239456,0.6269423261284827,0.056945913,0.121238366,0.15639792,0.0060424856,0.9605689,Sylhet,Sylhet,28,10,2018
2019-09-10,0.0264004566706717,0.10598258674144745,0.1857828050851822,0.3133108466863632,0.8114783585071561,0.1857828,0.24014908,0.19081397,0.004512467,0.9866946,Sylhet,Sylhet,10,9,2019
2020-07-23,0.029805608186870815,0.2386055327951908,0.4960755258798599,0.8193309456110001,0.9832626610994339,0.4960755,0.51526415,0.31055838,0.0034539374,0.99707127,Sylhet,Sylhet,23,7,2020
2017-04-11,0.05156488073989749,0.16882889345288277,0.31933994591236115,0.5951310247182846,0.9363448560237884,0.31933993,0.3921786,0.26661724,0.012381482,0.9927135,Sylhet,Sylhet,11,4,2017
2019-12-31,0.052593961171805856,0.0986116174608469,0.15497321635484695,0.2549799308180809,0.5396664232015609,0.15497321,0.19476739,0.13075149,0.03281089,0.9221917,Sylhet,Sylhet,31,12,2019
2019-04-11,0.023975184094160794,0.047117563895881176,0.06638814136385918,0.09707745350897312,0.24384535029530516,0.066388145,0.08322674,0.066109985,0.011400414,0.90186054,Sylhet,Sylhet,11,4,2019
2020-05-12,0.017568347370252015,0.03981375601142645,0.060984060168266296,0.09627226740121841,0.26055325642228117,0.06098406,0.08044214,0.067600116,0.007951113,0.8164494,Sylhet,Sylhet,12,5,2020
2019-09-18,0.014656272367574276,0.06305765360593796,0.11892877891659737,0.2477089762687683,0.86647310256958,0.118928775,0.19976683,0.21045777,0.0015628708,0.98874295,Sylhet,Sylhet,18,9,2019
2019-05-29,0.021263544447720054,0.10175923071801662,0.1891094371676445,0.3192814588546753,0.7133034214377402,0.18910944,0.23378584,0.1782591,0.007074147,0.98180294,Sylhet,Sylhet,29,5,2019
2020-10-03,0.01570649822242558,0.06027837377041578,0.17532538622617722,0.589776799082756,0.9629101246595383,0.1753254,0.328727,0.32332772,0.0038156644,0.9943553,Sylhet,Sylhet,3,10,2020
2019-02-14,0.09248942136764526,0.19098304212093353,0.28156399726867676,0.41740359365940094,0.7189891383051872,0.281564,0.31988657,0.16776939,0.035329826,0.9301042,Sylhet,Sylhet,14,2,2019
2017-06-30,0.025948927272111177,0.2129748985171318,0.4297694116830826,0.6843556761741638,0.9461139857769012,0.4297694,0.4526096,0.2744677,0.0026282568,0.99060667,Sylhet,Sylhet,30,6,2017
2019-04-03,0.035131366644054654,0.06365837901830673,0.08765845373272896,0.12397642433643341,0.26403228044509885,0.08765845,0.10402774,0.06680483,0.014440725,0.8930339,Sylhet,Sylhet,3,4,2019
2017-12-07,0.030743746552616358,0.06367803364992142,0.12176721915602684,0.2431396134197712,0.6986304208636281,0.12176722,0.18502025,0.17269807,0.016956069,0.96861356,Sylhet,Sylhet,7,12,2017
2017-08-25,0.024637342989444734,0.1512392945587635,0.31480057537555695,0.6035569757223129,0.9476200252771376,0.31480056,0.38947773,0.28228503,0.0044022,0.98788375,Sylhet,Sylhet,25,8,2017
2020-03-17,0.08887050151824952,0.18611003831028938,0.27311548590660095,0.4078841879963875,0.7362655207514762,0.2731155,0.31495774,0.1705453,0.034368467,0.9371324,Sylhet,Sylhet,17,3,2020
2020-01-21,0.1058704735711217,0.2052581124007702,0.29059332609176636,0.3966512903571129,0.6151826292276382,0.29059333,0.31080574,0.13698867,0.031348024,0.9488635,Sylhet,Sylhet,21,1,2020
2020-06-13,0.01823665536940098,0.12930355593562126,0.2690940648317337,0.5078639090061188,0.9159107610583305,0.26909405,0.33765504,0.2541452,0.0048504705,0.9891858,Sylhet,Sylhet,13,6,2020
2020-04-26,0.02553664827719331,0.04474763199687004,0.06310480460524559,0.09430641680955887,0.21977684274315812,0.06310481,0.07873781,0.056541607,0.012867078,0.83986443,Sylhet,Sylhet,26,4,2020
2020-09-17,0.01609637490473688,0.07017220556735992,0.18085245788097382,0.5013465732336044,0.9444284662604332,0.18085246,0.3065857,0.2919546,0.004758419,0.99136835,Sylhet,Sylhet,17,9,2020
2020-07-07,0.021663428144529463,0.17211909964680672,0.39433248341083527,0.727794885635376,0.9613524258136749,0.39433247,0.44751763,0.30461133,0.0028762126,0.9929381,Sylhet,Sylhet,7,7,2020
2018-07-16,0.0242876420263201,0.13434890285134315,0.2814777344465256,0.5507270991802216,0.9261576741933822,0.28147775,0.36025867,0.2697747,0.0043736985,0.9888138,Sylhet,Sylhet,16,7,2018
2020-08-08,0.013944448647089304,0.12705736979842186,0.28805530071258545,0.5824118852615356,0.9371918231248856,0.2880553,0.3671794,0.28383154,0.0027883747,0.9902142,Sylhet,Sylhet,8,8,2020
2019-03-18,0.06682862043380737,0.13218970596790314,0.2001272737979889,0.313689224421978,0.6731606438755988,0.20012727,0.24593005,0.15692517,0.018809272,0.92281204,Sylhet,Sylhet,18,3,2019
2017-07-24,0.01985854310914874,0.14575135707855225,0.3164356201887131,0.5772679001092911,0.9363648414611816,0.31643564,0.377688,0.2706619,0.0031465655,0.9905968,Sylhet,Sylhet,24,7,2017
